,event_id_cnty,event_date,year,time_precision,disorder_type,event_type,sub_event_type,actor1,assoc_actor_1,inter1,inter2,interaction,iso,region,country,admin1,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,tags,timestamp,related_ep
694,CHN1808,2020-02-19,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (China),Government of China (2017-) Hong Kong Special Administrative Region,6,0,60,156,East Asia,China,Hong Kong,Kowloon City,22.3052,114.187,1,HK01,Subnational,"On 19 February 2020, 43 people (including 3 Sha Tin district councillors and 40 residents) went to the Housing Department headquarters in Ho Man Tin (Kowloon City District, Hong Kong) to petition against the government's plan to use the newly-completed housing complex as a quarantine centre. They asked the authorities to explain the exact period that the complex would be used as a quarantine centre and when prospective tenants could move in. They also asked the government to arrange housing and appropriate monthly assistance to assist these prospective tenants during the transition period.",0,crowd size=43,1611094732,no
695,CHN1809,2020-02-19,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (China),Unknown,6,0,60,156,East Asia,China,Hong Kong,Wan Chai,22.2776,114.175,1,HK01,Subnational,"On 19 February 2020, about 30 people (including members of the Justice Alliance) went to the Hong Kong Police Headquarters (Wan Chai District, Hong Kong) to petition and held a demonstration. This was in response to a show that was aired on RTHK the week before, which they claimed to have discredited the police, and asked RTHK to publicly apologize and delete the recording. During the demonstration, some people wore 'I Love Hong Kong Police' T-shirts, and held the Hong Kong and Chinese flags. They also called for a legislative councillor to publicly apologise for his earlier remarks.",0,crowd size=about 30,1611094732,no
696,CHN1806,2020-02-19,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (China),Five Demands Movement,6,0,60,156,East Asia,China,Hong Kong,Central and Western,22.2811,114.1598,1,Ming Pao,Subnational,"On 19 February 2020, about 50 people participated in a 'Lunch with You' demonstration in Central (Central and Western District, Hong Kong). During the demonstration, some people held up banners and the 'Five Demands' gestures. This was part of an ongoing 'Lunch with You' campaign which was first launched during the anti-ELAB protests in 2019.",0,crowd size=about 50,1611094734,yes
697,CHN1692,2020-02-19,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (China),The Alliance: Hong Kong Alliance in Support of Patriotic Democratic Movements of China; LSD: League of Social Democrats,6,0,60,156,East Asia,China,Hong Kong,Central and Western,22.2811,114.1598,1,Radio Free Asia,International,"On 19 February 2020, about 20 members from The Alliance and League of Social Democrats held a demonstration and marched from the Western District Police Headquarters to the Hong Kong Liaison Office. During the demonstration, they wore masks marked with black crosses, symbolizing the Chinese government's efforts to silence people reporting on the coronavirus outbreak. They chanted slogans and held banners, criticizing the authorities in Mainland China for concealing facts about the outbreak, and demanded for the release of people arrested for reporting on the outbreak or criticizing the Chinese government.",0,crowd size=about 20,1611094734,no
699,CHN1802,2020-02-18,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (China),Unknown,6,0,60,156,East Asia,China,Hong Kong,Central and Western,22.2811,114.1598,1,Wen Wei Po; HK01,Subnational,"On 18 February 2020, protestors demonstrated outside the government headquarters (Central and Western District, Hong Kong), condemning a show aired on RTHK a week before. They claimed that the show discredited the Hong Kong Police Force's effort in fighting against the coronavirus outbreak, and attempted to incite the public to hate the police. They also called for the authorities to shut down the station.",0,crowd size=no report,1611094729,no
700,CHN1803,2020-02-18,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (China),Civil Force (Hong Kong); Federation of Public Housing Estates,6,0,60,156,East Asia,China,Hong Kong,Central and Western,22.2811,114.1598,1,HK01,Subnational,"On 18 February 2020, members of the Civil Force and Federation of Public Housing Estates went to the Chief Executive's Office (Central and Western District, Hong Kong) and demanded for a pay cut for 'accountable' officials, who failed to respond quickly enough to mitigate the impact of the coronavirus outbreak. They also called for the total amount of deducted salaries to be re-allocated into an anti-epidemic fund to support groups affected by the coronavirus. The Federation of Public Housing Estates also urged the government to waive the basic rent for public housing tenants for one month.",0,crowd size=no report,1611094732,no
701,CHN1804,2020-02-18,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (China),Government of China (2017-) Hong Kong Special Administrative Region,6,0,60,156,East Asia,China,Hong Kong,Central and Western,22.2811,114.1598,1,RTHK,Subnational,"On 18 February 2020, some Sha Tin district councillors and Fo Tan residents went to the Chief Executive's Office (Central and Western District, Hong Kong) to petition against the use of a residential complex in the district as a quarantine centre for coronavirus patients, and proposed the use of military camps as quarantine centres instead. This was one of many demonstrations across Hong Kong since the government announced its plan to set up quarantine centres and designated clinics.",0,crowd size=some,1611094735,no
702,CHN1800,2020-02-17,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (China),Labor Group (China),6,0,60,156,East Asia,China,Hong Kong,Yau Tsim Mong,22.3201,114.1692,1,HK01,Subnational,"On 17 February 2020, more than 30 members from five labour unions went to the West Kowloon Government Office (Yau Tsim Mong District, Hong Kong) to petition. They held and chanted slogans during the demonstration, and called for the authorities to allocate resources and implement measures to help the taxi drivers cope with the economic impact of the coronavirus, which had seen income of taxi drivers fall by over 80 per cent.",0,crowd size=more than 30,1611094732,no
703,CHN1799,2020-02-17,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (China),Labor Group (China),6,0,60,156,East Asia,China,Hong Kong,Kowloon City,22.3052,114.187,1,The Stand News,Subnational,"On 17 February 2020, at least 10 members of the union representing the rights of hospital employees in Hong Kong petitioned at the Hospital Authority (Kowloon City District, Hong Kong). Representing union members, they demanded for a 8 per cent salary increase for new and old frontline healthcare employees, and for the Hospital Authority to ensure sufficient stock of medical supply.",0,crowd size=at least 10,1611094736,no
704,CHN1795,2020-02-16,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (China),Government of China (2017-) Hong Kong Special Administrative Region,6,0,60,156,East Asia,China,Hong Kong,Kwai Tsing,22.3674,114.1329,1,Ming Pao,Subnational,"On 16 February 2020, more than 300 people (including district councillors and members of the legislative council) launched a march in Kwai Tsing District, Hong Kong, in protest against the government's plan to set up a designated clinic in the district, which was deemed to be too close to residential areas and primary and secondary schools. The crowd dispersed peacefully at 1pm. This was one of many demonstrations in Hong Kong since the government announced its plan to set up one designated clinic in one of the 18 districts.",0,crowd size=more than 300,1611094734,no
705,CHN1797,2020-02-16,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (China),Government of China (2017-) Hong Kong Special Administrative Region,6,0,60,156,East Asia,China,Hong Kong,Sham Shui Po,22.3289,114.1586,1,Ming Pao,Subnational,"On 16 February 2020, more than 500 people (including district councillors) held a rally and parade in Cheung Sha Wan (Sham Shui Po District, Hong Kong) to protest against the government's plan to set up a designated clinic in the district. During the rally, police officers inspected a number of protesters wearing gas masks, which caused a dispute between the police and demonstrators. A parade was launched an hour later, and the crowd dispersed peacefully at the end of the parade. This was one of many demonstrations in Hong Kong since the government announced its plan to set up one designated clinic in one of the 18 districts.",0,crowd size=more than 500,1611094734,no
706,CHN1798,2020-02-16,2020,1,Demonstrations,Protests,Protest with intervention,Protesters (China),Civilians (China); Journalists (China),6,1,16,156,East Asia,China,Hong Kong,Kwun Tong,22.3109,114.2233,1,The Stand News,Subnational,"On 16 February 2020, about 100 people held a march in Kowloon Bay (Kwun Tong District, Hong Kong) for the third consecutive evening, to demonstrate against the government's plan to use a general outpatient clinic in Kowloon Bay as a 'designated clinic' for treating patients with coronavirus-related symptoms. During the demonstration, they held pro-democracy flags and flags calling for the independence of Hong Kong, and shouted slogans including 'Liberate Hong Kong, revolution of our time'. Later in the evening, some people blocked a road in the vicinity. Riot police arrived and fired pepper spray to disperse the crowd. RTHK reported that the police fired pepper spray at reporters directly.",0,crowd size=about 100,1611094736,no
707,CHN1796,2020-02-16,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (China),Government of China (2017-) Hong Kong Special Administrative Region; CP: Civic Party (Hong Kong),6,0,60,156,East Asia,China,Hong Kong,Sha Tin,22.3779,114.1981,1,The Stand News,Subnational,"On 16 February 2020, more than 200 people (including Fo Tan district councillors) joined a rally organised by Civic Party in Fo Tan (Sha Tin District, Hong Kong), against the government's plan to convert a housing complex into a quarantine centre for the coronavirus. It was reported that before the rally started, a large number of police officers were present at Fo Tan station, and many people were intercepted.",0,crowd size=more than 200,1611094736,no
